chrom	start	end	strand	gene_id	IC_score	IR_score	intra_smc1a	intra_rad21	intra_ctcf	RNA-seq(fpkm)
chr1	5913707	5917398	-1	ENSMUSG00000033774	0.8587223983402144	0.548187601181977	3.904629930978996	4.044448656882093	3.546196149628326	0.0
chr1	6861237	6864151	1	ENSMUSG00000103329	0.9681091803365196	0.2623133213043867	1.512935777580239	1.2424708503357909	1.2368359736939694	0.0
chr1	7597379	7599473	1	ENSMUSG00000104226	1.2057277662078312	0.3006160902544329	1.3531769108180216	0.8815998100704997	0.9809646721299536	0.0
chr1	8450960	8453491	-1	ENSMUSG00000102647	0.952335779803543	0.1705454329359159	1.775538850188585	1.0898380092437538	1.2402252123931423	0.0
chr1	8527780	8531313	-1	ENSMUSG00000102253	1.2279379518652072	0.226535990964985	1.245289415129514	1.0616077131027883	1.0795160021908117	0.0
chr1	9286922	9290180	1	ENSMUSG00000102871	0.9887479807408064	0.1683719874233318	1.1138384963121055	0.9213689567213632	1.128047893014768	0.0
chr1	9499338	9501522	-1	ENSMUSG00000103411	0.9776814851236773	0.2281119272713259	1.0088398190481322	0.8329212508358799	1.1832142900470848	0.0
chr1	9545408	9547455	1	ENSMUSG00000061024	1.13850066072616	12.17201761344496	1.0657227158138796	1.7513922845874696	2.219457759834466	29.8423908545749
chr1	9941959	9944118	-1	ENSMUSG00000098234	1.5515460228783238	63.241410126008056	3.0956757264647456	2.0952941252435453	2.995368230779064	38.7268425770092
chr1	10449245	10451989	-1	ENSMUSG00000103810	1.0610890159419013	0.3277227899423494	0.7581769236561682	0.7214176449870403	0.5297886367463683	0.0
chr1	11363926	11366964	-1	ENSMUSG00000103494	1.179835132388304	0.4262509934206869	1.6471712557872398	0.9108163362823872	1.0907768328147471	0.006146382326231
chr1	11416918	11419388	1	ENSMUSG00000103825	0.9557320713378846	0.4995142916918766	1.769643792160127	1.2839109402919104	1.2026315894204114	0.166303047174081
chr1	11704207	11706350	1	ENSMUSG00000103561	1.2516959066672098	0.5665030590129466	1.2041211536539196	1.049673373029992	0.8445776984116433	0.0261364588004889
chr1	13177462	13179714	-1	ENSMUSG00000103506	0.900402783081559	0.5486673207731908	1.6576428727824142	1.1585168918961954	2.029804606791288	0.190685168866653
chr1	13354483	13356730	-1	ENSMUSG00000102664	0.8142225459785697	0.9204821444427804	2.186490123198729	1.7772585759043005	3.610801067068994	0.307436685012631
chr1	13846871	13849119	-1	ENSMUSG00000102166	0.9482152039380828	0.4800381588341926	1.7747907850665978	1.2667571361378842	1.047237549865373	0.0
chr1	14109215	14112819	-1	ENSMUSG00000104209	1.227542058214434	0.3216316654170128	1.4762127242329115	1.1021587274116893	0.9028135438953072	0.0
chr1	14753346	14755990	-1	ENSMUSG00000025930	0.8909105756593065	10.190613078998906	3.186361565261673	1.234031788779369	1.4244478110917216	1.47464651758548
chr1	15556249	15558337	1	ENSMUSG00000104149	0.7818279443596816	0.193808509529322	0.9399810579259276	0.859013426492269	0.6890325692707094	0.0
chr1	15853331	15856499	1	ENSMUSG00000104379	1.145330745131894	3.163346407577546	1.5499379812278833	1.1596559515467495	0.9906502566347368	0.907713413370171
chr1	16101295	16104662	-1	ENSMUSG00000043716	1.447100385950581	24.52417833882268	2.0774032608634965	1.3320700978538846	1.1531987002687565	996.36089905996
chr1	16208197	16210517	-1	ENSMUSG00000104165	1.3032106688537686	0.3682359960572473	1.3624511680983264	1.3552241529049032	0.8164224149595047	0.0
chr1	16618560	16621539	1	ENSMUSG00000102457	0.896844165267361	10.572702601396946	2.60383317657828	1.222121536871778	1.3259449503833154	0.0877530142455787
chr1	17397412	17400281	-1	ENSMUSG00000101589	1.097922479273414	0.404342952735252	0.6491914218874001	0.5661345408867776	0.5163088226700627	0.904655389766143
chr1	17993813	17997483	1	ENSMUSG00000099591	0.7817260605338155	0.1788742498416017	0.8944983197330454	0.6468174477526537	0.6249863821251841	0.0219149658460102
chr1	19330939	19333184	1	ENSMUSG00000100204	1.0291475054926549	0.3965605030081054	0.7220302273276654	0.3314031130619729	0.5642761750184082	0.756801373970107
chr1	19614269	19616767	1	ENSMUSG00000102597	1.1042977436494148	0.1799983549728882	0.9922247681262686	0.7226581269020649	0.7756525328915247	0.0
chr1	20062070	20065548	-1	ENSMUSG00000104095	0.8792167419397271	0.0517120198177976	0.8387126523814988	0.6789649286151549	0.4301322658576795	0.0
chr1	20730905	20734496	1	ENSMUSG00000025929	1.0225693179347384	0.3558519767440152	2.2266583739798302	1.4104594970705515	1.9111556787903807	0.0
chr1	20836661	20839689	1	ENSMUSG00000102121	0.9405985750365766	0.3442059718909005	2.301350917298066	1.5819683153295454	1.753361952962302	0.0
chr1	21234722	21236821	1	ENSMUSG00000102633	1.0883705262087662	0.4417096520958201	1.6613980135274762	1.1398856688420391	1.3645021553094072	0.0088946932806743
chr1	21312517	21316320	-1	ENSMUSG00000093963	1.0428226499227344	0.3310491137212432	1.3638706416510733	1.212924026115424	1.1873257970013744	0.0
chr1	21349641	21352200	1	ENSMUSG00000067750	1.2462667608223863	0.2987029686156732	0.2118105367553937	0.2438452518419532	0.1460726872267039	0.0188010627976004
chr1	21368331	21370845	1	ENSMUSG00000041722	1.1216416152265232	0.143082150411492	0.3653860956240762	0.1272553670840218	0.1170644411963893	0.0095985898712312
chr1	21383556	21386373	1	ENSMUSG00000085079	0.9948223727168668	0.2215457075574019	0.9091661210850616	0.5653532246642812	0.4718956392751672	0.0083536922582361
chr1	21454691	21457017	-1	ENSMUSG00000104138	1.2025221173978498	0.2199850798114455	1.264358086080666	0.8753482442307554	0.8641014700164491	0.0
chr1	21959842	21962530	1	ENSMUSG00000097109	0.6543267916345352	1.104015799771462	3.22153899814224	1.9979613211915077	3.528377941055667	0.0267477649967772
chr1	22984863	22987125	-1	ENSMUSG00000101468	0.880748135877691	0.1884415336776686	0.8283377764079551	0.7575199106670291	0.5770645524868387	0.0
chr1	24100625	24103424	1	ENSMUSG00000102398	1.2509986753139817	6.171530597249965	1.7751709273475629	1.1270239444375676	1.010250098771732	0.0667101996050573
chr1	25296512	25299886	-1	ENSMUSG00000103209	0.8755245587820487	0.1807071733700854	0.825287078284765	1.1274926018082467	0.798055723971987	0.0
chr1	25314276	25317708	-1	ENSMUSG00000104027	1.1293561072169374	0.090136811171934	0.981904439992838	1.113071112374673	0.9778030377949452	0.0
chr1	25325866	25328398	-1	ENSMUSG00000102407	1.072869447192942	0.1235966129702226	1.1912505041460666	0.9220142281639256	0.8126382390493277	0.0
chr1	25345978	25349082	-1	ENSMUSG00000103214	0.9730997832345042	0.2114910741826308	1.0701703468011212	0.8138273236601009	1.0106765519846808	0.0120314691719266
chr1	25362564	25365820	-1	ENSMUSG00000104100	0.778257799667328	0.2623794939945605	1.7020193805565704	1.3355037048733645	0.9989557800407198	0.0172049639755137
chr1	25608250	25611184	-1	ENSMUSG00000103889	1.0801866275481424	0.3199861850068938	1.283168896331865	0.8713905919487979	0.7445807822744458	0.0
chr1	25620238	25623180	-1	ENSMUSG00000104221	0.8442874021653828	0.0923114042959595	0.8800613026405013	0.6243915790951552	0.9314480037165692	0.006346875939319
chr1	25672245	25676239	-1	ENSMUSG00000102250	1.1180862089100312	0.441079859307962	1.2256977005666294	1.068277439073616	0.9222308508361584	0.0140266752611385
chr1	25722038	25724778	-1	ENSMUSG00000103563	1.054941099419512	0.0656402937687226	0.9557205366827276	0.7632189818107299	0.7322992719981792	0.0136292272086217
chr1	25735389	25738969	-1	ENSMUSG00000102465	1.065800701894216	0.2511932057375348	1.090493783154967	0.4775865890168944	0.6564832447044676	0.0052161004996973
chr1	25755343	25759033	-1	ENSMUSG00000102659	0.88317488968141	0.2144603832627376	0.7722101235938912	0.7536748065292673	0.5502357805243676	0.0151819473498369
chr1	25797281	25800905	-1	ENSMUSG00000104132	1.0439258437683123	0.2888389186518345	1.3929438536563192	0.8699117117904736	0.910993382400498	0.0566806661471935
chr1	25804097	25807406	-1	ENSMUSG00000102747	0.9621615355193266	0.1087061737051324	1.166700960232362	0.8712541610587936	0.940202487419292	0.0395021121528436
chr1	28800240	28802721	-1	ENSMUSG00000081557	1.1074927306947462	0.2359636617687045	1.51677294245462	0.5793228566478404	0.5812615943935214	0.0602058207555715
chr1	30769687	30771815	1	ENSMUSG00000100261	1.0325353924173182	0.6909343357989215	0.5767676547393763	0.5902631528591528	0.4973120343752373	1.09603203979218
chr1	30833548	30836431	-1	ENSMUSG00000103783	1.128267036267437	2.665062337421188	2.012780893771052	1.4953520988636533	1.4575477004506048	0.939124169197409
chr1	30865504	30868538	-1	ENSMUSG00000104315	1.059697293093485	2.6604678314142345	2.183981527328177	1.3354515637821796	0.9422017221161624	2.43717526596664
chr1	32539028	32542440	1	ENSMUSG00000102321	1.304431684237458	0.1317806941962605	1.050692718724992	0.704947251752281	0.5695486592187832	0.0
chr1	32543686	32547294	-1	ENSMUSG00000091318	0.6907374310655492	0.2826423619908927	0.2148215305844854	0.18478935471263	0.3138580960686217	0.0103512640007847
chr1	32710179	32712648	1	ENSMUSG00000104433	0.9716522014959804	0.1788344007843947	1.0318668491809462	0.9435804013710556	0.9007614452064449	0.0
chr1	33028160	33030290	-1	ENSMUSG00000100497	1.0982588176922372	0.211096595430598	0.9714871495262558	1.238215975148577	0.7536619787624744	0.0
chr1	33212774	33215475	-1	ENSMUSG00000104230	1.050708337744968	0.2663521711934897	1.3518751793462054	1.0562606542497068	1.0452091926801916	0.0
chr1	33371331	33373585	1	ENSMUSG00000101612	1.00915536382199	0.3427125556921684	1.273584368409789	1.0195563638445648	0.9503726758651218	0.0082833063811157
chr1	33613758	33616832	-1	ENSMUSG00000102714	1.2233375336129495	0.9688957667071554	2.284403851998652	1.324203014994257	1.4038126384312253	0.516326097756216
chr1	33671915	33674228	-1	ENSMUSG00000102198	0.823749639802755	0.6998216989903134	3.782635753514496	4.332053573678904	5.806822353506109	0.0
chr1	33836124	33838680	-1	ENSMUSG00000081402	1.0679534016276897	0.6156978015795187	0.1977638483560514	0.120375584163856	0.2450156524800732	1.8481621196802
chr1	33922455	33924838	1	ENSMUSG00000103596	0.9992208727829128	2.2702542914595867	1.3873668500369605	1.3443055079481554	1.0883466200797536	0.24288780728687
chr1	34236596	34238820	1	ENSMUSG00000104475	1.0963010201011238	2.325004243003808	2.0474481321603277	1.395377713329286	1.2813938983561968	0.461724527603543
chr1	34415763	34417986	-1	ENSMUSG00000101462	0.9091287866874332	2.6767791598914608	1.2580454527017937	0.6663427880713385	0.6007962270438323	0.0
chr1	34436670	34439672	-1	ENSMUSG00000042111	1.4608112780903917	6.529753547759949	1.483910600973081	1.042491683685565	1.2174950172053742	10.9076291764777
chr1	34470155	34473148	-1	ENSMUSG00000100280	1.0264470933147944	0.5852921973332649	2.603924865153893	1.3418175968743868	2.14160039611696	0.0930453593495195
chr1	34809361	34811908	-1	ENSMUSG00000104002	1.2555535071536816	6.860522813360785	1.7209760429908774	0.9884020541408832	0.9728190024834218	0.256477032612617
chr1	34823525	34826560	1	ENSMUSG00000104358	1.0820250064947348	3.0830042177605668	1.7444263017157942	1.496606272959827	1.250280063372271	0.0
chr1	34928509	34930645	1	ENSMUSG00000103716	1.0222295619102584	0.7624440174480056	1.834081814027904	2.0563623604089134	1.221610491948851	0.0
chr1	35806974	35810462	1	ENSMUSG00000101714	0.8331111619047396	0.3676493716417649	1.7901812665369532	1.1677351086357728	0.8711525320135262	0.0
chr1	36473952	36476110	1	ENSMUSG00000104316	1.0854452027648285	0.5325620816304133	1.4589395695974476	1.5716496893274663	1.2353846279419165	0.103819486184804
chr1	36691484	36693681	1	ENSMUSG00000061518	1.1966215818593564	7.56583345213097	2.0976862819508417	1.2082294233153503	1.0939963698848356	64.1965317745781
chr1	36913601	36916539	-1	ENSMUSG00000102930	1.0031036794806636	2.9855316224107944	2.219709340896308	1.3738972191972096	1.3269843393600742	0.805056366555851
chr1	36922797	36926348	-1	ENSMUSG00000103159	0.981318604565702	3.722694999867512	2.771184143768972	1.6652464337481203	1.3018811662258882	0.95708101685634
chr1	37485851	37488605	-1	ENSMUSG00000103948	1.0667683301478468	0.391839445503016	1.56879874221986	0.8203631185303586	0.9068409646107134	0.0474598879222912
chr1	37694447	37696664	-1	ENSMUSG00000102650	0.9879612301028832	0.3245002396965973	2.266716320449079	1.586301333607453	1.0088723600448442	0.008421485973587
chr1	38884754	38888072	1	ENSMUSG00000103647	0.9173076456365892	0.3875702280032483	1.8036182057505417	1.3235081623770373	0.9650934340006764	0.0
chr1	39081252	39083338	-1	ENSMUSG00000103182	0.9336988599723062	0.7320048447309039	0.1296016107869628	0.0740939601755782	0.0139980826630459	0.0179001973065798
chr1	40088511	40091581	1	ENSMUSG00000102975	1.0528751061014563	0.1903994955146739	1.3923961910052098	0.95211075238568	1.0964820895598844	0.0
chr1	40197079	40200921	1	ENSMUSG00000101749	0.0	0.8428615530383643	0.0	0.0	0.0	
chr1	40582895	40586841	-1	ENSMUSG00000102676	0.9743216689397224	0.2164996011693406	1.39653486490733	1.3440142203135594	0.5857197202202094	0.0
chr1	41526931	41529543	-1	ENSMUSG00000100185	0.9421335784918288	0.1377137222114784	1.272908835941398	0.8191271165234663	0.9084303285612813	0.0
chr1	42491813	42495663	1	ENSMUSG00000103106	0.8665567152136947	0.3379858287433525	1.5584232497215271	1.1631558544837035	0.9753428651605334	0.0
chr1	42750712	42752881	1	ENSMUSG00000099784	0.9245023644789998	0.2487611858566657	1.5711203457958525	1.2930751736123425	1.0488658381970373	0.0
chr1	43488447	43490937	1	ENSMUSG00000103422	1.0278835850029906	0.6681329105273787	1.4187595351393445	0.8415421832637136	0.6853694831511103	0.0824839079821664
chr1	45833800	45836788	-1	ENSMUSG00000099850	0.9382302599015504	0.7758771856147123	1.617456827736603	0.9406760502132864	0.5619812617041021	0.0209992758734301
chr1	46056310	46058986	1	ENSMUSG00000099432	1.017359655020612	0.416702649963989	0.8986332880051859	0.5912032904846786	0.5627429061339575	0.667101996050573
chr1	46414502	46416932	1	ENSMUSG00000101262	1.098133323316542	0.6069152914447549	0.5646878033263203	0.6050946485726431	0.8551769595209954	53.0047206037602
chr1	46877203	46881072	-1	ENSMUSG00000103129	1.1113055068575497	0.3021589717251227	1.7626969136295778	1.2693409197442629	1.15311191545096	0.0241328887460156
chr1	50815375	50817701	1	ENSMUSG00000100816	1.0184446952296595	0.2899628688011924	0.7025025586628852	0.8700343932530435	0.7140799743329156	0.072243103998601
chr1	51138281	51141222	-1	ENSMUSG00000101242	1.0004194981500565	0.1834624318677687	1.2382081656259811	0.81813669533034	0.6766474070150972	0.082649804820425
chr1	51148309	51150581	1	ENSMUSG00000099924	0.8766968942460729	0.2457955464143568	1.582721868477447	1.2062324157745483	0.68310299360941	0.0246531313982614
chr1	51195221	51197748	1	ENSMUSG00000099625	0.8547527624905151	0.231312454619519	1.1454347098208624	0.7880728194776806	0.8683300439340587	0.0073887879309398
chr1	51527005	51529369	-1	ENSMUSG00000103424	1.034083395745917	0.3233419842828954	1.587356912782148	1.2379526380077637	1.04295686060049	0.0
chr1	51877110	51879608	-1	ENSMUSG00000100313	0.8894756007370042	0.3009570745394839	2.394466001096012	1.1132506099436357	1.1604003297915164	0.0672707895177048
chr1	52653808	52655892	-1	ENSMUSG00000103630	0.7464737622807904	1.7320894879823454	1.4816742790809292	0.8086180548092454	0.7267274534519255	0.0
chr1	52702272	52704762	-1	ENSMUSG00000100302	0.9415552572516844	0.4117145191234757	1.5834451195226615	1.5233815505562058	0.9811646616482832	0.0
chr1	53390415	53392585	1	ENSMUSG00000100069	1.0954159545411013	0.3108079293356513	0.8741872857243235	0.5795391795615996	0.5632949358169934	0.110199739760567
chr1	54152397	54155096	-1	ENSMUSG00000102868	0.9964604934739416	0.2052431880389818	1.134517120846822	0.8302408387237852	0.6104594338664571	0.0
chr1	54913845	54916594	-1	ENSMUSG00000102642	1.0462386566906403	0.4579771590605784	1.679775974584866	1.0900363856855415	1.0730774920825397	0.0475461786276045
chr1	55088132	55091307	1	ENSMUSG00000073676	1.2645162938379884	19.7842600221709	2.508922295945836	1.5272441018284777	2.300582680965033	500.806231173489
chr1	56531824	56533876	1	ENSMUSG00000101332	0.8941367336066888	0.3944170594099204	1.301805659082898	0.9932358807087176	0.701101373191233	0.0
chr1	57127340	57129400	1	ENSMUSG00000099945	0.9911608027965731	0.1309618863087256	1.2452844815346802	1.2143203963353797	0.9917961265710952	0.0
chr1	57520831	57523642	-1	ENSMUSG00000102685	0.7997804665837968	0.8266510014345705	1.1834688861995182	0.8678264008302868	0.8396264651372144	0.019927655643047
chr1	57561298	57564051	-1	ENSMUSG00000101151	0.970979468536366	0.2786337115354985	1.62128891041614	1.2104359069954815	1.123040327972124	0.0
chr1	58383512	58386134	-1	ENSMUSG00000103839	0.9024728653260968	1.9096653997034267	0.4980661206623691	0.2789931336856815	0.5242105283007924	0.363180194571185
chr1	58652641	58655831	1	ENSMUSG00000102059	1.0096791532639842	1.241501603231161	1.3253586973889868	0.7787366771025344	0.7895893501544073	0.0598681278506925
chr1	58797783	58801623	1	ENSMUSG00000102719	1.0686856133786249	0.4323060486465692	1.468561162846163	0.924971362692304	1.0585677104536444	3.33116799902369
chr1	59119833	59122141	1	ENSMUSG00000097573	0.9466923653319717	8.39930488311232	2.874005566436662	1.1177383171946482	1.4952253115135834	0.032358347144939
chr1	59534811	59537229	-1	ENSMUSG00000101409	1.0709854508760066	0.4827354077567139	1.796582598667484	1.482105053807212	1.33332506660295	0.0
chr1	59801263	59804700	1	ENSMUSG00000104052	1.0295442048070211	0.9411340382579874	1.481400102420293	1.202301444929632	1.346805363347234	0.0543305872292497
chr1	59950403	59952464	-1	ENSMUSG00000100901	1.1203822887503847	0.8028425772984823	1.010074115649755	1.3384570764546715	1.008932563762304	0.0
chr1	60779352	60781461	1	ENSMUSG00000104069	0.9914117964448336	0.3837572140623574	2.1598997341054718	1.2036320508345997	0.889800861922979	0.0
chr1	60989479	60991963	1	ENSMUSG00000102561	0.8776075571293009	0.1705141073023831	0.928917952325801	1.1140901890497852	0.8544041873728212	0.0
chr1	61121378	61124004	-1	ENSMUSG00000082661	0.9721430261102726	0.4040899752481058	1.188548946734702	1.0573648231704091	0.9228865255496016	0.0
chr1	61654423	61657158	1	ENSMUSG00000103656	0.9658087307588792	0.2794811470634976	1.5091607579801374	0.7980621661411996	1.1229433317833888	0.0341353360552194
chr1	61677249	61680277	1	ENSMUSG00000104402	1.2211568313843788	0.1781912055481692	1.2126358794134549	0.8277476951775179	0.5110535043657141	0.0308333705668802
chr1	62247153	62249670	1	ENSMUSG00000102359	1.061346141429727	0.2918968180554889	1.1555515259658244	1.283770369214106	0.99553834239926	0.0
chr1	62714723	62718073	-1	ENSMUSG00000100811	1.0039176397312897	0.7274700168353408	3.0746133117533443	1.9623940461295757	2.0205850865947665	0.0
chr1	62809302	62811857	1	ENSMUSG00000103032	1.070362027750372	0.6546551595695331	1.7043986940103968	1.2402974781341516	1.4186027406246462	0.160772625026273
chr1	63176825	63180486	1	ENSMUSG00000025967	1.5813400370879709	42.96926942948792	2.482000189803071	1.7542119713078363	2.3434007116042666	610.330878475141
chr1	64029463	64032927	1	ENSMUSG00000097272	1.0834949342831015	2.060483673892864	1.5278954881718747	1.2578002497484997	1.0103464264241984	0.0058444480254743
chr1	64649935	64652756	1	ENSMUSG00000100437	1.000567020841322	0.47497817744012	1.7447505739723186	1.4584721822934723	1.3417617964305086	0.0
chr1	65048554	65051149	-1	ENSMUSG00000070870	1.0188727371550037	0.8278837189968381	2.0078133741095807	1.5434065697510118	0.956050096736478	0.981737930564052
chr1	65071525	65073689	-1	ENSMUSG00000025952	0.9665539476212782	0.6270793619911684	1.6820959508859736	1.174186704532276	1.062587812804581	0.142586686178748
chr1	65080219	65082288	-1	ENSMUSG00000073658	0.9292360813063358	0.6989019100305365	1.3842595248708638	0.9073562168481558	0.6245915935257312	0.0883857534199497
chr1	65100389	65103373	-1	ENSMUSG00000044429	0.8380833402411592	0.3685684732433618	1.6595953724299617	1.113729903968825	0.7831668992883878	0.153524842926707
chr1	66765626	66768731	-1	ENSMUSG00000102559	1.1350930645218738	11.909191508070474	1.5929707994015705	1.180206137833196	1.2937810106745855	0.0240551911003426
chr1	66769290	66771866	-1	ENSMUSG00000102374	1.0930682217751095	7.883290823479617	1.3564013767964351	0.7634161608120115	1.0925077704701178	0.0942278333575509
chr1	66783913	66786445	1	ENSMUSG00000082057	0.9374621865643644	2.5330185308040223	1.6270902522179	1.0846682520462627	1.173704593549784	0.151190150686958
chr1	66793645	66796298	-1	ENSMUSG00000103706	1.0471916894493911	1.656177503856856	1.7922959450366944	0.8256351369936152	0.9897587701167154	0.0
chr1	66812315	66814493	1	ENSMUSG00000103382	1.1849670986987302	1.1222309130829775	1.790456091460008	1.5095684332679016	2.024876033567419	0.0171444294533419
chr1	67903230	67905532	1	ENSMUSG00000104395	1.0752499246914555	0.269547146522512	1.3884015010296005	0.9111468390238792	0.9776802885335596	0.0
chr1	68591618	68593686	-1	ENSMUSG00000103307	1.1244869478727146	0.1956829840832568	1.3743093947607958	1.224487451623902	1.118597689879125	0.0
chr1	68711037	68713405	-1	ENSMUSG00000103642	1.2148927911377256	0.3524169763298453	1.2722336106707115	1.0108446006637972	0.8387880147359258	0.0
chr1	68758485	68761727	-1	ENSMUSG00000103809	0.9060490229619468	0.1165003231614552	1.2162729849571214	0.9486798363692374	0.9044324566715296	0.0115194917603553
chr1	69441056	69444084	1	ENSMUSG00000099804	0.9432547277089024	0.1455227766909404	0.9768611985200936	1.0034544427671237	0.8247622285171103	0.0
chr1	69490357	69493788	-1	ENSMUSG00000100354	0.9662487883283674	0.3965600221541351	1.4352122484091523	1.1630690907796175	0.850600415912949	0.0
chr1	69595036	69598522	-1	ENSMUSG00000100815	0.9976792914147848	0.2708650095258987	1.3299105520639622	0.8992312273637905	0.8948709209606146	0.0053567123284818
chr1	70310512	70312911	-1	ENSMUSG00000103052	0.8673155967256814	0.1491914236232508	1.5575693458157214	1.1323093087686107	0.4563193036124526	0.0
chr1	71843090	71846610	-1	ENSMUSG00000102689	1.068014805665345	0.3065697825090451	1.47691114585508	1.5900284232656388	0.999630687377331	0.0
chr1	71888112	71891204	1	ENSMUSG00000099707	1.085879705541056	0.4769742589101754	1.3801011773354024	0.8115718002596154	0.6860866828172204	0.0
chr1	72711260	72713809	1	ENSMUSG00000046330	1.3564970091450197	32.96047169613156	2.691998178863488	1.4657983706833662	1.4417379469719995	4633.05991610526
chr1	73206890	73209423	-1	ENSMUSG00000102266	1.0507593951674077	0.1775112083388372	1.7702503734504664	1.166458761296722	1.1517291805441088	0.0
chr1	74191785	74194631	-1	ENSMUSG00000048480	1.1380639954968683	0.4044508349702799	2.055911432666336	1.572294459113418	1.1265179302624555	0.0125277370150342
chr1	74295641	74298867	1	ENSMUSG00000099931	1.1241070482297917	1.8534569270627068	2.4370988642881173	1.4998233163127674	1.3892839467643732	0.143023398846984
chr1	74307848	74310713	1	ENSMUSG00000103403	0.9425542661204795	1.589183163330817	4.505287350409942	2.290041898973741	2.059050617792219	0.0651739563482765
chr1	74500340	74503301	-1	ENSMUSG00000103227	1.1588265300603422	3.0804830509760377	1.854965157824487	1.2473488768908028	1.443603507039596	1.17294638603355
chr1	74774943	74777405	-1	ENSMUSG00000099472	0.8757449685318491	0.5113644388320483	3.189680585064218	1.847843228063866	7.324256714333566	0.0985691603663116
chr1	74854934	74857732	1	ENSMUSG00000090071	1.11820512588302	0.5534472097406394	3.0421112141837554	1.4752180336670333	1.5171479685358529	0.0734074365071727
chr1	74881509	74885419	-1	ENSMUSG00000055197	1.0955979769474218	0.4346861003914757	2.875775653078123	1.9635729100050217	2.214230177134199	0.0
chr1	74889934	74893143	-1	ENSMUSG00000006546	0.8999301614036224	0.4438907077432087	2.355025165584014	2.066986618921667	2.1326176448843865	0.0156570460095692
chr1	75168646	75171629	1	ENSMUSG00000026197	1.1549950138295084	4.5792598300758645	2.295830279398876	1.7600335570197756	1.4086758334425684	3.5734380059323
chr1	75272605	75275652	1	ENSMUSG00000100556	1.1541644949578538	0.2361067326529753	1.5983777676091884	0.8794059884872912	1.0266393226289263	0.0
chr1	75468570	75470761	-1	ENSMUSG00000102605	1.1622787901997194	1.22762221065301	2.168755212530922	2.042382468104308	1.4966271245441498	0.0085213758619598
chr1	75507077	75510366	1	ENSMUSG00000032968	1.1584163657789286	1.6817929566577057	3.4616376257624157	1.678142313375122	1.4910854470244146	0.227945360006433
chr1	76016658	76018756	-1	ENSMUSG00000099996	0.9923675218937588	0.1551650477887563	1.7500820152525451	1.0862154587748167	0.7310295614801894	0.0
chr1	77143227	77146992	-1	ENSMUSG00000102904	0.9492815480785884	0.2866202254061046	1.4905241631574997	1.051540513872942	0.9318140812762388	0.0
chr1	78816758	78820028	1	ENSMUSG00000047330	0.9308395066603466	0.3542083579830438	1.5081914447498612	1.178189621059173	0.7336330329059461	0.0
chr1	80225044	80228792	1	ENSMUSG00000101257	0.988784630546748	0.2797626764568219	1.4291942695288928	1.1710885958060255	1.0502881573686096	0.0
chr1	80382822	80386251	1	ENSMUSG00000101722	0.9980331107537284	0.3697790359748491	1.4910399307311886	0.9139574394216688	1.0391338657241205	0.0174026607665367
chr1	80383104	80385185	-1	ENSMUSG00000090637	1.0314884351079212	0.5012754964920146	1.98854231479247	1.0179144802401696	1.17150889735907	0.762585374928129
chr1	80666009	80669564	-1	ENSMUSG00000103192	1.0120829732881544	0.2909035152859158	1.1135530973285563	1.1087313803187906	0.9073164607569806	0.0052527716224454
chr1	81520338	81522341	-1	ENSMUSG00000104029	1.1042113836305307	0.3591697586814701	1.2271300884883405	0.9484922768649492	0.8412032028287277	0.0
